GPE	ananda	20353	dn.16.1-6.vaji.html	36	GPE	Ananda	541	547	36. "Experiencing loveliness, one is intent upon it; [35] this is the third liberation. 36. "And to that man, O Lord, came the thought: 'Marvellous it is, most wonderful indeed it is, the state of calmness wherein abide those who have gone forth from the world!' And there arose in him great faith in Alara Kalama, and he went his way." 36. Then the Blessed One addressed the bhikkhus, saying: "Bhikkhus, the Blessed Ones, Arahants, Fully Enlightened Ones of times past also had excellent and devoted attendant bhikkhus, such as I have in Ananda. And so also, bhikkhus, will the Blessed Ones, Arahants, Fully Enlightened Ones of times to come. 36. And the Bulis of Allakappa came to know that at Kusinara the Blessed One had passed away. And they sent a message to the Mallas of Kusinara, saying: "The Blessed One was of the warrior caste, and we are too. We are worthy to receive a portion of the relics of the Blessed One. We will erect a stupa over the relics of the Blessed One and hold a festival in their honor."
GPE	ananda	20357	dn.16.1-6.vaji.html	40	GPE	Ananda	433	439	40. "By utterly transcending the sphere of nothingness, one attains to and abides in the sphere of neither-perception-nor-non-perception; this is the seventh liberation. 40. "Now at that time, Pukkusa, I had come out of the barn and was walking up and down in thought before the door. And a certain man from the great crowd approached me, respectfully greeted me, and stood at one side. 40. "And in just the same way, bhikkhus, in Ananda are to be found these four rare and superlative qualities." 40. But when they heard these words, the Mallas of Kusinara addressed the assembly, saying: "The Blessed One has passed away in our township. We shall not part with any portion of the relics of the Blessed One." Then the brahman Dona spoke to the assembly, saying:
GPE	ananda	20433	dn.16.5-6.than.html	48	GPE	Ananda	56	62	" There are these four marvelous & amazing qualities in Ananda. If a group of monks approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. If a group of nuns approaches to see Ananda... If a group of male lay followers approaches to see Ananda... If a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda. There are these four marvelous & amazing qualities in a wheel-turning monarch. If a group of noble warriors approaches to see him... If a group of brahmans approaches to see him... If a group of householders approaches to see him... If a group of contemplatives approaches to see him, they are gratified at the sight of him. If he speaks to them, they are gratified with what he says. Before they are sated, he falls silent. In the same way, monks, there are these four marvelous & amazing qualities in Ananda. If a group of monks... a group of nuns... a group of male lay followers... a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda."
GPE	ananda	20433	dn.16.5-6.than.html	48	GPE	Ananda	625	631	" There are these four marvelous & amazing qualities in Ananda. If a group of monks approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. If a group of nuns approaches to see Ananda... If a group of male lay followers approaches to see Ananda... If a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda. There are these four marvelous & amazing qualities in a wheel-turning monarch. If a group of noble warriors approaches to see him... If a group of brahmans approaches to see him... If a group of householders approaches to see him... If a group of contemplatives approaches to see him, they are gratified at the sight of him. If he speaks to them, they are gratified with what he says. Before they are sated, he falls silent. In the same way, monks, there are these four marvelous & amazing qualities in Ananda. If a group of monks... a group of nuns... a group of male lay followers... a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda."
GPE	ananda	20433	dn.16.5-6.than.html	48	GPE	Ananda	1136	1142	" There are these four marvelous & amazing qualities in Ananda. If a group of monks approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. If a group of nuns approaches to see Ananda... If a group of male lay followers approaches to see Ananda... If a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda. There are these four marvelous & amazing qualities in a wheel-turning monarch. If a group of noble warriors approaches to see him... If a group of brahmans approaches to see him... If a group of householders approaches to see him... If a group of contemplatives approaches to see him, they are gratified at the sight of him. If he speaks to them, they are gratified with what he says. Before they are sated, he falls silent. In the same way, monks, there are these four marvelous & amazing qualities in Ananda. If a group of monks... a group of nuns... a group of male lay followers... a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda."
GPE	ananda	20433	dn.16.5-6.than.html	48	GPE	Ananda	1476	1482	" There are these four marvelous & amazing qualities in Ananda. If a group of monks approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. If a group of nuns approaches to see Ananda... If a group of male lay followers approaches to see Ananda... If a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda. There are these four marvelous & amazing qualities in a wheel-turning monarch. If a group of noble warriors approaches to see him... If a group of brahmans approaches to see him... If a group of householders approaches to see him... If a group of contemplatives approaches to see him, they are gratified at the sight of him. If he speaks to them, they are gratified with what he says. Before they are sated, he falls silent. In the same way, monks, there are these four marvelous & amazing qualities in Ananda. If a group of monks... a group of nuns... a group of male lay followers... a group of female lay followers approaches to see Ananda, they are gratified at the sight of him. If he speaks Dhamma to them, they are gratified with what he says. Before they are sated, he falls silent. These are the four marvelous & amazing qualities in Ananda."
GPE	cala	25578	sn05.006.than.html	1	GPE	Cala	154	158	[Mara:] Why don't you approve of birth? One who is born enjoys sensual pleasures. Who on earth ever persuaded you: 'Nun, don't approve of birth'? [Sister Cala:] For one who is born there's death. One who is born sees pain. It's a binding, a flogging, a torment. That's why one shouldn't approve of birth. The Awakened One taught me the Dhamma — the overcoming of birth — for the abandoning of all pain, he established me in the truth. But beings who have come to form & those with a share in the formless, if they don't discern cessation, return to becoming-again.
GPE	cala	25579	sn05.006.than.html	2	GPE	Cala	42	46	At Savatthi . Then, early in the morning, Cala the nun put on her robes and, taking her bowl & outer robe, went into Savatthi for alms. When she had gone for alms in Savatthi and had returned from her alms round, after her meal she went to the Grove of the Blind to spend the day. Having gone deep into the Grove of the Blind, she sat down at the foot of a tree for the day's abiding.
GPE	cala	25584	sn05.006.than.html	7	GPE	Cala	55	59	Then Mara the Evil One — sad & dejected at realizing, "Cala the nun knows me" — vanished right there.
GPE	curry	28950	sn47.008.than.html	1	GPE	curry	416	421	"Suppose that there is a foolish, inexperienced, unskillful cook who has presented a king or a king's minister with various kinds of curry: mainly sour, mainly bitter, mainly peppery, mainly sweet, alkaline or non-alkaline, salty or non-salty. He does not take note of [1] his master, thinking, 'Today my master likes this curry, or he reaches out for that curry, or he takes a lot of this curry, or he praises that curry. Today my master likes mainly sour curry... Today my master likes mainly bitter curry... mainly peppery curry... mainly sweet curry... alkaline curry... non-alkaline curry... salty curry... Today my master likes non-salty curry, or he reaches out for non-salty curry, or he takes a lot of non-salty curry, or he praises non-salty curry.' As a result, he is not rewarded with clothing or wages or gifts. Why is that? Because the foolish, inexperienced, unskillful cook does not pick up on the theme of his own master.
GPE	curry	28950	sn47.008.than.html	1	GPE	curry	502	507	"Suppose that there is a foolish, inexperienced, unskillful cook who has presented a king or a king's minister with various kinds of curry: mainly sour, mainly bitter, mainly peppery, mainly sweet, alkaline or non-alkaline, salty or non-salty. He does not take note of [1] his master, thinking, 'Today my master likes this curry, or he reaches out for that curry, or he takes a lot of this curry, or he praises that curry. Today my master likes mainly sour curry... Today my master likes mainly bitter curry... mainly peppery curry... mainly sweet curry... alkaline curry... non-alkaline curry... salty curry... Today my master likes non-salty curry, or he reaches out for non-salty curry, or he takes a lot of non-salty curry, or he praises non-salty curry.' As a result, he is not rewarded with clothing or wages or gifts. Why is that? Because the foolish, inexperienced, unskillful cook does not pick up on the theme of his own master.
