PERSON	tathagatas	16509	an03.040.than.html	1	PERSON	Tathagatas	250	260	There is in the cosmos no secret place for one who has done an evil deed. Your own self knows, my good man, whether you are true or false. You underestimate the fine witness that is yourself, you with evil in yourself that then you hide. The devas & Tathagatas see the fool who goes about out of tune with the cosmos. Thus you should go about self-governed, mindful; governed by the cosmos, masterful, absorbed in jhana; governed by the Dhamma, acting in line with the Dhamma. The sage who makes an effort in truth doesn't fall back. Whoever through striving — overpowering Mara, conquering the Ender — touches the stopping of birth, is Such, a knower of the cosmos, wise, a sage unfashioned with regard to all things.
PERSON	tathagatas	16965	an03.134.than.html	1	PERSON	Tathagatas	47	57	"Monks, whether or not there is the arising of Tathagatas, this property stands — this steadfastness of the Dhamma, this orderliness of the Dhamma: All processes are inconstant.
PERSON	tathagatas	16967	an03.134.than.html	3	PERSON	Tathagatas	40	50	"Whether or not there is the arising of Tathagatas, this property stands — this steadfastness of the Dhamma, this orderliness of the Dhamma: All processes are stressful.
PERSON	tathagatas	16969	an03.134.than.html	5	PERSON	Tathagatas	40	50	"Whether or not there is the arising of Tathagatas, this property stands — this steadfastness of the Dhamma, this orderliness of the Dhamma: All phenomena are not-self. [1]
PERSON	tathagatas	29958	dhp.18.than.html	254	PERSON	Tathagatas	133	143	There's no trail in space, no outside contemplative. People are smitten with objectifications, but devoid of objectification are the Tathagatas.
PERSON	tathagatas	30010	dhp.20.than.html	276	PERSON	Tathagatas	33	43	It's for you to strive ardently. Tathagatas simply point out the way. Those who practice, absorbed in jhana: from Mara's bonds they'll be freed.
PERSON	tathagatas	20319	dn.16.1-6.vaji.html	2	PERSON	Tathagatas	585	595	2. And Ajatasattu, the king of Magadha, addressed his chief minister, the brahman Vassakara , saying: "Come, brahman, go to the Blessed One, pay homage in my name at his feet, wish him good health, strength, ease, vigour, and comfort, and speak thus: 'O Lord, Ajatasattu, the king of Magadha, desires to wage war against the Vajjis. He has spoken in this fashion: "These Vajjis, powerful and glorious as they are, I shall annihilate them, I shall make them perish, I shall utterly destroy them."' And whatever the Blessed One should answer you, keep it well in mind and inform me; for Tathagatas [3] do not speak falsely." Through not seeing the Four Noble Truths, Long was the weary path from birth to birth. When these are known, removed is rebirth's cause, The root of sorrow plucked; then ends rebirth. "So be it, Lord." And the Blessed One took up his abode at Kotigama together with a large community of bhikkhus. 2. And the Blessed One addressed the bhikkhus, saying: "Bhikkhus, it is through not realizing, through not penetrating the Four Noble Truths that this long course of birth and death has been passed through and undergone by me as well as by you. What are these four? They are the noble truth of suffering; the noble truth of the origin of suffering; the noble truth of the cessation of suffering; and the noble truth of the way to the cessation of suffering. But now, bhikkhus, that these have been realized and penetrated, cut off is the craving for existence, destroyed is that which leads to renewed becoming, and there is no fresh becoming." "So be it, Lord." And the Venerable Ananda took up a mat and followed behind the Blessed One, step by step. 2. And the Blessed One went to the Capala shrine and sat down on the seat prepared for him. And when the Venerable Ananda had seated himself at one side after he had respectfully saluted the Blessed One, the Lord said to him: "Pleasant, Ananda, is Vesali; pleasant are the shrines of Udena , Gotamaka , Sattambaka , Bahuputta , Sarandada, and Capala ." "So be it, O Lord." And the Blessed One took up his abode at Bhandagama together with a large community of bhikkhus. 2. And the Blessed One addressed the bhikkhus, saying: "Bhikkhus, it is through not realizing, through not penetrating four principles that this long course of birth and death has been passed through and undergone by me as well as by you. What are those four? They are: noble virtue, noble concentration, noble wisdom, and noble emancipation. But now, bhikkhus, that these have been realized and penetrated, cut off is the craving for existence, destroyed is that which leads to renewed becoming, and there is no fresh becoming." "So be it, Lord." 2. And the Blessed One, together with a large company of bhikkhus, went to the further bank of the river Hiraññavati, to the Sala Grove of the Mallas, in the vicinity of Kusinara. And there he spoke to the Venerable Ananda, saying: 2. "And, Ananda, whereas now the bhikkhus address one another as 'friend,' let it not be so when I am gone. The senior bhikkhus, Ananda, may address the junior ones by their name, their family name, or as 'friend'; but the junior bhikkhus should address the senior ones as 'venerable sir' or 'your reverence.' [55]
PERSON	tathagatas	20326	dn.16.1-6.vaji.html	9	PERSON	Tathagatas	3599	3609	"So long, Ananda, as this is the case, the growth of the Vajjis is to be expected, not their decline. "So be it, Lord." "The growth of the bhikkhus is to be expected, not their decline, bhikkhus, so long as they do not delight in, are not pleased with, and are not fond of activities, talk, sleep, and company; so long as they do not harbor, do not come under the spell of evil desires; have no bad friends, associates, or companions; and so long as they do not stop halfway on account of some trifling achievement. So long, bhikkhus, as these seven conditions leading to welfare endure among the bhikkhus and the bhikkhus are known for it, their growth is to be expected, not their decline. "So be it, Lord." 9. "Seven further conditions leading to welfare I shall set forth, bhikkhus. Listen and pay heed to what I shall say." "The layman Sudatta, Ananda, through the destruction of the three fetters (self-belief, doubt, and faith in the efficacy of rituals and observances), and the lessening of lust, hatred, and delusion, has become a once-returner and is bound to make an end of suffering after having returned but once more to this world. 9. "And what, Ananda, is that teaching called the Mirror of Dhamma, possessing which the noble disciple may thus declare of himself? "For the Blessed One, O Lord, spoke these words to me: 'I shall not come to my final passing away, Evil One, until this holy life taught by me has become successful, prosperous, far-renowned, popular, and widespread, until it is well proclaimed among gods and men.' And this too has come to pass in just this way. So, O Lord, let the Blessed One come to his final passing away, let the Happy One utterly pass away! The time has come for the Parinibbana of the Lord." 9. When this was said, the Blessed One spoke to Mara, the Evil One, saying: "Do not trouble yourself, Evil One. Before long the Parinibbana of the Tathagata will come about. Three months hence the Tathagata will utterly pass away." "In such a case, bhikkhus, the declaration of such a bhikkhu is neither to be received with approval nor with scorn. Without approval and without scorn, but carefully studying the sentences word by word, one should trace them in the Discourses and verify them by the Discipline. If they are neither traceable in the Discourses nor verifiable by the Discipline, one must conclude thus: 'Certainly, this is not the Blessed One's utterance; this has been misunderstood by that bhikkhu — or by that community, or by those elders, or by that elder.' In that way, bhikkhus, you should reject it. But if the sentences concerned are traceable in the Discourses and verifiable by the Discipline, then one must conclude thus: 'Certainly, this is the Blessed One's utterance; this has been well understood by that bhikkhu — or by that community, or by those elders, or by that elder.' And in that way, bhikkhus, you may accept it on the first, second, third, or fourth reference. These, bhikkhus, are the four great references for you to preserve." 9-10. And the Venerable Ananda told his thought to the Blessed One. The Blessed One said: "Throughout the tenfold world-system, Ananda, there are hardly any of the deities that have not gathered together to look upon the Tathagata. For a distance of twelve yojanas around the Sala Grove of the Mallas in the vicinity of Kusinara there is not a spot that could be pricked with the tip of a hair that is not filled with powerful deities. And these deities, Ananda, are complaining: 'From afar have we come to look upon the Tathagata. For rare in the world is the arising of Tathagatas, Arahants, Fully Enlightened Ones. And this day, in the last watch of the night, the Tathagata's Parinibbana will come about. But this bhikkhu of great powers has placed himself right in front of the Blessed One, concealing him, so that now, at the very end, we are prevented from looking upon him.' Thus, Ananda, the deities complain." This was the last word of the Tathagata. 9. And the Blessed One entered the first jhana. Rising from the first jhana, he entered the second jhana. Rising from the second jhana, he entered the third jhana. Rising from the third jhana, he entered the fourth jhana. And rising out of the fourth jhana, he entered the sphere of infinite space. Rising from the attainment of the sphere of infinite space, he entered the sphere of infinite consciousness. Rising from the attainment of the sphere of infinite consciousness, he entered the sphere of nothingness. Rising from the attainment of the sphere of nothingness, he entered the sphere of neither-perception-nor-non-perception. And rising out of the attainment of the sphere of neither-perception-nor-non-perception, he attained to the cessation of perception and feeling.
PERSON	tathagatas	20369	dn.16.1-6.vaji.html	52	PERSON	Tathagatas	392	402	52. Then the Blessed One said: "Do you have faith, Ananda, in the Enlightenment of the Tathagata?" And the Venerable Ananda replied: "Yes, O Lord, I do." 52. Then the Blessed One went to the Kakuttha River together with a great community of bhikkhus. 52. And the thought arose in him: "I have heard it said by old and venerable wandering ascetics, teachers of teachers, that the arising of Tathagatas, Arahants, Fully Enlightened Ones, is rare in the world. Yet this very day, in the last watch of the night, the Parinibbana of the ascetic Gotama will take place. Now there is in me a doubt; but to this extent I have faith in the ascetic Gotama, that he could so teach me the Dhamma as to remove that doubt."
PERSON	tathagatas	20440	dn.16.5-6.than.html	55	PERSON	Tathagatas	319	329	Now at that time Subhadda the Wanderer was staying in Kusinara. He heard, "Tonight, in the last watch of the night, the total Unbinding of Gotama the contemplative will take place." Then the thought occurred to him: "I have heard the elder wanderers, teachers of teachers, saying that only once in a long, long time do Tathagatas — worthy ones, rightly self-awakened — appear in the world. Tonight, in the last watch of the night, the total Unbinding of Gotama the contemplative will occur. Now there is a doubt that has arisen in me, but I have faith that he could teach me the Dhamma in such a way that I might abandon that doubt."
PERSON	tathagatas	20441	dn.16.5-6.than.html	56	PERSON	Tathagatas	190	200	So he went to Upavattana, the Mallans' sal-grove and, on arrival, said to Ven. Ananda, "I have heard the elder wanderers, teachers of teachers, saying that only once in a long, long time do Tathagatas — worthy ones, rightly self-awakened — appear in the world. Tonight, in the last watch of the night, the total Unbinding of Gotama the contemplative will occur. Now there is a doubt that has arisen in me, but I have faith that he could teach me the Dhamma in such a way that I might abandon that doubt. It would be good, Ven. Ananda, if you would let me see him."
PERSON	tathagatas	23511	mn.082.than.html	17	PERSON	Tathagatas	13	23	"Ratthapala, Tathagatas do not give the going-forth to anyone who doesn't have his parents' permission."
PERSON	tathagatas	23655	mn.087.than.html	16	PERSON	Tathagatas	670	680	Then Queen Mallika called for the brahman Nalijangha : "Come, brahman. Go to the Blessed One and, on arrival, showing reverence with your head to his feet in my name, ask whether he is free from illness & affliction, is carefree, strong, & living in comfort, saying: 'Queen Mallika, lord, shows reverence with her head to your feet and asks whether you are free from illness & affliction, are carefree, strong, & living in comfort.' And then say: 'Lord, did the Blessed One say that sorrow, lamentation, pain, distress, & despair are born from one who is dear, come springing from one who is dear?' Whatever the Blessed One says, remember it well and tell it to me. For Tathagatas do not speak what is untrue."
PERSON	tathagatas	24849	mn.140.than.html	41	PERSON	Tathagatas	1	11	"Tathagatas do not give full acceptance to one whose robes & bowl are not complete."
