PERSON	noble one	29611	dhp.06.budd.html	1	PERSON	Noble One	624	633	76. Should one find a man who points out faults and who reproves, let him follow such a wise and sagacious person as one would a guide to hidden treasure. It is always better, and never worse, to cultivate such an association. 77. Let him admonish, instruct and shield one from wrong; he, indeed, is dear to the good and detestable to the evil. 78. Do not associate with evil companions; do not seek the fellowship of the vile. Associate with the good friends; seek the fellowship of noble men. 79. He who drinks deep the Dhamma lives happily with a tranquil mind. The wise man ever delights in the Dhamma made known by the Noble One (the Buddha). 80. Irrigators regulate the rivers; fletchers straighten the arrow shaft; carpenters shape the wood; the wise control themselves. 81. Just as a solid rock is not shaken by the storm, even so the wise are not affected by praise or blame. 82. On hearing the Teachings, the wise become perfectly purified, like a lake deep, clear and still. 83. The good renounce (attachment for) everything. The virtuous do not prattle with a yearning for pleasures. The wise show no elation or depression when touched by happiness or sorrow. 84. He is indeed virtuous, wise, and righteous who neither for his own sake nor for the sake of another (does any wrong), who does not crave for sons, wealth, or kingdom, and does not desire success by unjust means. 85. Few among men are those who cross to the farther shore. The rest, the bulk of men, only run up and down the hither bank. 86. But those who act according to the perfectly taught Dhamma will cross the realm of Death, so difficult to cross. 87-88. Abandoning the dark way, let the wise man cultivate the bright path. Having gone from home to homelessness, let him yearn for that delight in detachment, so difficult to enjoy. Giving up sensual pleasures, with no attachment, let the wise man cleanse himself of defilements of the mind. 89. Those whose minds have reached full excellence in the factors of enlightenment, who, having renounced acquisitiveness, rejoice in not clinging to things — rid of cankers, glowing with wisdom, they have attained Nibbana in this very life. [10]
PERSON	noble one	29615	dhp.06.budd.html	79	PERSON	Noble One	129	138	79. He who drinks deep the Dhamma lives happily with a tranquil mind. The wise man ever delights in the Dhamma made known by the Noble One (the Buddha).
PERSON	noble one	21174	mn.008.nypo.html	4	PERSON	Noble One	741	750	"Cunda, as to those several views that arise in the world concerning self-doctrines and world-doctrines, if [the object] in which [4] these views arise, in which they underlie and become active, [5] is seen with right wisdom [6] as it actually is, [7] thus: 'This is not mine, [8] this I am not, [9] this is not my self' [10] — then the abandoning of these views, their discarding, [11] takes place in him [who thus sees]. . "It may be, Cunda, that some monk, detached from sense-objects, detached from unsalutary ideas, enters into the first absorption that is born of detachment, accompanied by thought-conception and discursive thinking, and filled with rapture and joy, and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.' [12]
PERSON	noble one	21174	mn.008.nypo.html	4	PERSON	Noble One	831	840	"Cunda, as to those several views that arise in the world concerning self-doctrines and world-doctrines, if [the object] in which [4] these views arise, in which they underlie and become active, [5] is seen with right wisdom [6] as it actually is, [7] thus: 'This is not mine, [8] this I am not, [9] this is not my self' [10] — then the abandoning of these views, their discarding, [11] takes place in him [who thus sees]. . "It may be, Cunda, that some monk, detached from sense-objects, detached from unsalutary ideas, enters into the first absorption that is born of detachment, accompanied by thought-conception and discursive thinking, and filled with rapture and joy, and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.' [12]
PERSON	noble one	21175	mn.008.nypo.html	5	PERSON	Noble One	334	343	. "It may be that after the stilling of thought conception and discursive thinking, he gains the inner tranquillity and harmony of the second absorption that is free of thought-conception and discursive thinking, born of concentration and filled with rapture and joy; and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.'
PERSON	noble one	21175	mn.008.nypo.html	5	PERSON	Noble One	424	433	. "It may be that after the stilling of thought conception and discursive thinking, he gains the inner tranquillity and harmony of the second absorption that is free of thought-conception and discursive thinking, born of concentration and filled with rapture and joy; and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.'
PERSON	noble one	21176	mn.008.nypo.html	6	PERSON	Noble One	341	350	. "It may be that after the fading away of rapture, the monk dwells in equanimity, mindful and clearly aware, and he experiences a happiness in his body of which the Noble Ones say: 'Happily lives he who dwells in equanimity and is mindful!' — that third absorption he wins; and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.'
PERSON	noble one	21176	mn.008.nypo.html	6	PERSON	Noble One	431	440	. "It may be that after the fading away of rapture, the monk dwells in equanimity, mindful and clearly aware, and he experiences a happiness in his body of which the Noble Ones say: 'Happily lives he who dwells in equanimity and is mindful!' — that third absorption he wins; and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.'
PERSON	noble one	21177	mn.008.nypo.html	7	PERSON	Noble One	315	324	. "It may be that with the abandoning of pleasure and pain, and with the previous disappearance of joy and grief, he enters upon and abides in the fourth absorption, which is beyond pleasure and pain and has purity of mindfulness due to equanimity; and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.'
PERSON	noble one	21177	mn.008.nypo.html	7	PERSON	Noble One	405	414	. "It may be that with the abandoning of pleasure and pain, and with the previous disappearance of joy and grief, he enters upon and abides in the fourth absorption, which is beyond pleasure and pain and has purity of mindfulness due to equanimity; and he then might think: 'I am abiding in effacement.' But in the Noble One's discipline it is not these [attainments] that are called 'effacement'; in the Noble One's discipline they are called 'abidings in ease here and now.'
